Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,0.0211873264431581,-0.000578679189188012,-0.535897425866048,0,0,0,9.70005004664541,0.494157879660142,1.61145486953863E-07,-2.7374160053692E-06,0.484477804733274,4.10251525787582E-07,0.0374833293769537,0,0,0,0,0,0,package://badmintonURDF/meshes/base_link.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://badmintonURDF/meshes/base_link.STL,,baseLink-1,base,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
link1,0.00639176807882896,-0.0729037479824685,-0.000182560348840788,0,0,0,0.946680841893099,0.00227765385399196,0.000169821841109933,2.49771803242577E-08,0.00147449768490373,-1.68751643685358E-07,0.00187280030458172,0,0,0,0,0,0,package://badmintonURDF/meshes/link1.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://badmintonURDF/meshes/link1.STL,,link1-2,link1Coords,link1Axis,joint1,revolute,0.0215734774382594,-0.163325,0.060481929205022,0,0,0,base_link,0,1,0,0,0,0,0,,,,,,,,
link2,0.0226409320729833,-4.8300392940348E-05,-0.0456182257026434,0,0,0,0.524797756215336,0.00137005098441945,2.5245878555248E-06,0.000262439335266743,0.00125797775087099,-2.57493544325746E-07,0.000889484099676718,0,0,0,0,0,0,package://badmintonURDF/meshes/link2.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://badmintonURDF/meshes/link2.STL,,link2-2,link2Coords,link2Axis,joint2,revolute,-0.0428200564481259,-0.116,-0.000180788468191695,0,0,0,link1,1,0,0,0,0,0,0,,,,,,,,
link3,-0.005983570214833,0.000141304684249832,-0.0990878669466513,0,0,0,0.617876373651381,0.00251173913727183,-2.34051699880104E-06,-2.58426065969807E-05,0.00288736194247939,-4.40908708035194E-05,0.000536706633614641,0,0,0,0,0,0,package://badmintonURDF/meshes/link3.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://badmintonURDF/meshes/link3.STL,,link3-2,link3Coords,link3Axis,joint3,revolute,0.0359999999999998,0,-0.1162999991972,0,0,0,link2,0,0,-1,0,0,0,0,,,,,,,,
link4,0.000589780866340252,-0.0270042608962767,-0.0534086548301952,0,0,0,0.236099727990152,0.000374896268749318,2.01149413314096E-06,4.67080005222865E-06,0.000236745756975194,-7.16659840503582E-07,0.00033186949306191,0,0,0,0,0,0,package://badmintonURDF/meshes/link4.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://badmintonURDF/meshes/link4.STL,,link4-2,link4Coords,link4Axis,joint4,revolute,0,0.0252499991971972,-0.1846,0,0,0,link3,0,-1,0,0,0,0,0,,,,,,,,
link5,-0.00116161107905586,-6.76878805146441E-05,-0.0713160016983483,0,0,0,0.260193841211252,0.000776554866617904,-1.09800020718996E-07,-3.48289892223938E-05,0.00071135095635345,5.84637911807935E-07,0.000207422334507752,0,0,0,0,0,0,package://badmintonURDF/meshes/link5.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://badmintonURDF/meshes/link5.STL,,link5-2,link5Coords,link5Axis,joint5,revolute,0,-0.0274999999999999,-0.1074999991972,0,0,0,link4,0,0,1,0,0,0,0,,,,,,,,
link6,0.0500999384019663,1.074600970985E-07,0.0040135404811521,0,0,0,0.105486600314862,4.62439218775802E-05,1.51336136712441E-10,2.0895748860904E-08,5.92376765579609E-05,5.83011495551991E-11,5.08190033548776E-05,0,0,0,0,0,0,package://badmintonURDF/meshes/link6.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://badmintonURDF/meshes/link6.STL,,link6-2,link6Coords,link6Axis,joint6,revolute,0.0325,0,-0.128,0,0,0,link5,-1,0,0,0,0,0,0,,,,,,,,
link1L,0.00639227991738009,0.0729035564223833,-0.000181503970779096,0,0,0,0.946692068071669,0.00227767540037511,-0.000169830389832244,-2.51533412315552E-08,0.00147451036127731,1.68081499163973E-07,0.00187281914191161,0,0,0,0,0,0,package://badmintonURDF/meshes/link1L.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://badmintonURDF/meshes/link1L.STL,,Mirrorlink1-3,Link1LCoords,link1L,joint1L,revolute,0.0215734774382595,0.163325,0.060481929205022,0,0,0,base_link,0,-1,0,0,0,0,0,,,,,,,,
link2l,-0.011359261495819,4.82386027679249E-05,-0.0456181165667715,0,0,0,0.524798988398382,0.0013700517207607,-2.52083730252906E-06,0.000262436488548803,0.00125796246592663,2.44904922319668E-07,0.000889474018929076,0,0,0,0,0,0,package://badmintonURDF/meshes/link2l.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://badmintonURDF/meshes/link2l.STL,,Mirrorlink2-3,Link2LCoords,link2L,joint2l,revolute,-0.00882005644812602,0.116,-0.000180788468191695,0,0,0,link1L,1,0,0,0,0,0,0,,,,,,,,
link3l,-0.00598332280025479,-0.000141528692258197,-0.0980884094934429,0,0,0,0.617868521774117,0.00251173239491134,2.34135974853362E-06,-2.58450095814269E-05,0.00288735331619627,4.40890218624611E-05,0.00053670375517804,0,0,0,0,0,0,package://badmintonURDF/meshes/link3l.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://badmintonURDF/meshes/link3l.STL,,Mirrorlink3-3,Link3LCoords,link3L,joint3l,revolute,0.00200000000000037,0,-0.117299999197201,0,0,0,link2l,0,0,-1,0,0,0,0,,,,,,,,
